school_id,school_name,avg_sat,avg_act,graduation_rate,acceptance_rate,student_faculty_ratio,tuition_cost,avg_aid,student_population,international_percentage,latitude,longitude,type,urban_rural,ranking
SCH260,School_260,1352,28,64,38,20.2,43525,27399,4582,1,25.093477,-107.577213,Private,Suburban,363
SCH261,School_261,936,22,55,69,5.5,37556,23781,4683,24,27.075082,-116.940547,Private,Urban,137
SCH262,School_262,1059,21,98,11,5.4,17595,1735,960,2,37.96606,-86.553254,Public,Rural,175
SCH263,School_263,908,20,79,10,11.5,6969,26161,2825,7,32.579184,-81.42275,Charter,Rural,289
SCH264,School_264,1132,35,87,56,14.8,48753,8258,4254,43,42.229337,-106.377987,Private,Suburban,446
SCH265,School_265,998,32,51,78,20.4,22275,27637,2968,32,40.307291,-86.954876,Charter,Rural,481
SCH266,School_266,1558,26,64,29,18.7,9470,7979,2224,41,45.140109,-101.687276,Charter,Urban,19
SCH267,School_267,1107,34,60,20,13.9,15225,2428,1876,34,41.312321,-82.920794,Public,Rural,195
SCH268,School_268,1030,31,57,11,10.5,47324,12345,3243,5,34.748277,-113.246299,Public,Suburban,330
SCH269,School_269,1303,32,75,76,24.9,46974,7426,1014,38,40.824166,-72.477315,Charter,Suburban,424
SCH270,School_270,1051,18,94,21,13.5,47759,8533,1202,22,30.884529,-108.042834,Charter,Suburban,175
SCH271,School_271,953,20,93,29,14.0,28196,5249,2153,24,31.657837,-103.300627,Charter,Urban,490
SCH272,School_272,1019,33,54,14,8.3,45287,27350,2566,49,43.724629,-121.572575,Charter,Urban,449
SCH273,School_273,1572,28,55,46,20.9,18669,21675,522,42,35.160488,-118.420779,Public,Urban,413
SCH274,School_274,1527,29,75,47,18.9,42380,19201,2960,18,43.959509,-94.564148,Private,Urban,434
SCH275,School_275,1486,27,53,18,9.4,43006,27237,1804,4,44.560559,-109.212032,Public,Urban,354
SCH276,School_276,1524,33,68,62,6.6,20577,25808,3800,10,45.439058,-75.706667,Private,Rural,499
SCH277,School_277,1319,25,69,53,18.6,27473,20258,861,11,46.915881,-124.13309,Charter,Urban,141
SCH278,School_278,1321,23,82,33,18.1,33625,26977,4227,9,34.774631,-102.633451,Private,Urban,246
SCH279,School_279,1003,29,69,83,10.5,20504,9686,1784,7,31.97167,-105.096613,Public,Rural,385
SCH280,School_280,1153,25,98,39,24.0,29089,14109,1014,23,38.554969,-123.85967,Public,Urban,418
SCH281,School_281,1126,21,61,68,8.0,41487,20595,948,27,33.279311,-117.662264,Charter,Suburban,93
SCH282,School_282,1011,25,96,23,13.6,5302,661,2355,40,39.026854,-100.595082,Public,Urban,432
SCH283,School_283,1409,35,50,18,23.9,36463,12075,4062,35,41.639647,-95.92099,Charter,Urban,239
SCH284,School_284,1372,22,75,49,13.4,49912,28195,3020,36,41.210125,-101.146905,Public,Suburban,205
SCH285,School_285,998,26,63,75,17.8,34259,14788,3581,20,33.363822,-93.674677,Public,Suburban,48
SCH286,School_286,1052,21,87,34,13.0,47823,10060,1928,7,28.171505,-89.887231,Charter,Suburban,433
SCH287,School_287,1237,34,86,82,10.5,42208,15836,4467,8,34.763233,-124.414495,Private,Suburban,245
SCH288,School_288,1062,26,60,31,24.7,35659,10526,1422,46,27.564854,-97.618386,Public,Urban,320
SCH289,School_289,1580,18,85,13,13.2,40840,3374,3637,14,46.252426,-68.153545,Private,Suburban,317
SCH290,School_290,1060,30,62,35,22.9,36890,25592,2659,47,32.646937,-94.377095,Public,Suburban,413
SCH291,School_291,1479,33,92,67,9.6,18598,28982,3047,45,27.861494,-85.025006,Public,Rural,295
SCH292,School_292,1297,30,52,38,9.3,24508,207,3479,39,24.636194,-106.600032,Public,Suburban,128
SCH293,School_293,1176,31,82,46,5.6,47287,2665,2781,17,40.14556,-79.334509,Public,Suburban,344
SCH294,School_294,1403,20,55,84,18.0,18380,18877,3149,41,39.922558,-79.397633,Private,Rural,282
SCH295,School_295,1291,23,99,79,12.4,31984,23197,813,19,32.515104,-94.243533,Private,Rural,17
SCH296,School_296,1034,35,59,27,22.3,49633,632,3113,5,25.792797,-67.415184,Public,Urban,71
SCH297,School_297,1094,22,54,51,14.5,13125,26678,3583,11,34.240722,-117.592537,Public,Rural,269
SCH298,School_298,1300,32,72,50,24.4,41059,27535,2756,1,31.780437,-124.000088,Private,Urban,325
SCH299,School_299,1539,19,59,47,8.7,9033,3083,1537,6,40.928016,-79.560666,Charter,Rural,282
SCH300,School_300,932,27,93,43,22.4,42873,29328,3989,15,39.144481,-77.377823,Charter,Rural,305
